,content
121,Toàn bộ bệnh nhân COVID-19 tại Vũ Hán được xuất viện  http://hoicodo.com/618446/toan-bo-benh-nhan-covid-19-tai-vu-han-duoc-xuat-vien/ … pic.twitter.com/ED7oT1unNj
122,Covid-19: Số tử vong ở Mỹ tăng cao trở lại với gần 2.500 ca trong 24 giờ  https://rfi.my/5nw4.t  pic.twitter.com/qHjBbFdnNq
123,"Đây là câu hỏi rất nhiều người còn đang thắc mắc đấy. Anh em tham khảo ngay nhé. Chán anh em vô cùng

Tham khảo bài viết:  http://bit.ly/2KwoAGB 
Hotline: 1900 0255 |  http://chauaudio.com 
#Dankaraoke #Amthanhso24h #vietnam #Covid_19 #StayHome pic.twitter.com/SO0knQavhX"
124,"Chỉ thị 19: Các tỉnh, thành phố có nguy cơ thấp không tập trung quá 30 người tại nơi công cộng (#Covid_19) https://media.zalo.me/detail/599412600163072937?id=9613b96ed42b3d75643a&pageId=599412600163072937&utm_source=zalo&utm_medium=zalo&utm_campaign=zalo&zarsrc=1303 …"
125,"Chiều 24/4: Thêm 2 bệnh nhân Covid-19 mới ở Thái Bình, Việt Nam có 270 ca bệnh  http://trumpathon.com/chieu-24-4-them-2-benh-nhan-covid-19-moi-o-thai-binh-viet-nam-co-270-ca-benh/ …"
126,"Với 𝟏𝟎 𝐭𝐫𝐢𝐞̣̂𝐮 liệu bạn có thể trang bị được một dàn karaoke hoàn chỉnh mà hát hay không ??
Câu trả lời là dư sức đấy. 
Tham khảo bài viết:  http://bit.ly/2Y6eNii 
Hotline: 1900 0255 |  http://chauaudio.com 
#dankaraoke #baochauaudio #vietnam #Covid_19 pic.twitter.com/Ftzd4w6Ai8"
127,Nhật ký chống dịch Covid-19 sáng 26/4/2020 | VTC Now  https://youtu.be/Dp8Uukus2pQ  qua @YouTube
128,Covid-19 ảnh hưởng chuỗi cung ứng dịch vụ và thương mại điện tử  https://goodstock.vn/covid-19-anh-huong-chuoi-cung-ung-dich-vu-va-thuong-mai-dien-tu/ … pic.twitter.com/SoJ0FMmnRe
129,8 biện pháp phòng bệnh khi đi đến vùng có nguy cơ lây nhiễm Covid-19  https://tinviet360.com/index.php/2020/04/26/8-bien-phap-phong-benh-khi-di-den-vung-co-nguy-co-lay-nhiem-covid-19/ … pic.twitter.com/ylaeKGlqUB
130,"Hát xẩm văn CÔ HỒN, COVID, CÔ ĐƠN trong 3 Cô ấy cô nào sợ hơn? Virus Corona  https://youtu.be/NS4Q-n32Phg  via @YouTube"
131,"Chơi cùng bé mùa COVID-19
  
 https://www.youtube.com/watch?v=KOBIPvZRFDg …"
132,"Khai báo y tế phòng chống Covid có mục: "" Bạn có nguy cơ tiếp xúc với F mấy ?"" 🤨

Mình tiếp xúc với  F.A. 27 năm nay rồi, có nên điền vào đó để họ biết không nhỉ ? 🤔  https://www.instagram.com/p/B_cF604l9Il2A9Lh_9eS7oQI3HSasKdznSI0OU0/?igshid=1k8u4tf9ojgnl …"
133,Bộ sản phẩm xét nghiệm #Covid_19 của Việt Nam được WHO chấp thuận https://media.zalo.me/detail/1804841377504511303?id=a35b062f6b6a8234db7b&pageId=1804841377504511303&broadcastId=0f25f8bbd7fe3ea067ef&utm_source=zalo&utm_medium=zalo&utm_campaign=zalo&zarsrc=1303 …
134,Bộ Công Thương cảnh báo bẫy cho vay trực tuyến bùng phát trong mùa dịch Covid-19  https://ift.tt/2Kz3hnF 
135,"năm nay thì vẫn còn nghỉ tết :))))) bị bgd nhờn tới nhờn lui xong đ biết nên chọn ngân hàng, kế toán hay marketing :)))))) nên thi đgnl hong, nên đâm lao theo lao thi a1 hay quay xe thi d :)))) đm ml covid  https://twitter.com/bancuasang/status/1254338216867409921 …"
136,Hacker Việt Nam đột nhập tìm dữ kiện COVID-19 ở Trung Quốc  https://youtu.be/XajThzFSyI0  qua @YouTube
137,COVID-19 đánh gục 'đế chế' dầu hỏa thế giới  https://youtu.be/M9gEUVgWeLU  qua @YouTube
138,Bộ Công Thương cảnh báo bẫy cho vay trực tuyến bùng phát trong mùa dịch Covid-19  https://goodstock.vn/bo-cong-thuong-canh-bao-bay-cho-vay-truc-tuyen-bung-phat-trong-mua-dich-covid-19/ … pic.twitter.com/lvANmgjJja
139,@CesarAzpi đã đại diện cả đội đề xuất với BLĐ việc giảm 10% lương nhưng Roman Abramovich đã cam kết đảm bảo 100% lương các cầu thủ lẫn nhân viên và khuyến khích họ tham gia các hoạt động ủng hộ xã hội để hỗ trợ những người bị ảnh hưởng do Covid-19.  pic.twitter.com/B495UDBrd0
140,Coi chừng đeo bao tay còn dễ lây COVID-19 hơn là không đeo  https://youtu.be/BnR51g8HHvk  qua @YouTube
141,PN yêu nhau thời Covid. Đoạn này là lúc ở hầm để xe sân bay nạ 😂
142,"Những dịch vụ vẫn tiếp tục phải ngừng hoạt động vì Covid-19 
#covid_19 #tintucytevietnam http://trungcapyhanoi.vn/nhung-dich-vu-van-tiep-tuc-phai-ngung-hoat-dong-vi-covid-19 …"
143,Virus corona ngày 26/4 | Tin covid-19 Việt Nam | Đại dịch Viêm Phổi Vũ H...  https://youtu.be/PRQrrf_4JMs  qua @YouTube
144,"‘Ông chủ’ Công ty Phương Đông bán máy xét nghiệm Covid-19 cho nhiều tỉnh, thành là ai?  http://hoicodo.com/618433/ong-chu-cong-ty-phuong-dong-ban-may-xet-nghiem-covid-19-cho-nhieu-tinh-thanh-la-ai/ … pic.twitter.com/0SSRPFLyiM"
145,Tin tức dịch COVID-19 mới nhất hôm nay 26/4/2020 | Cập nhật virus corona  https://youtu.be/FAXvW3InrfU  qua @YouTube
146,"Điều kiện, thủ tục nhận tiền hỗ trợ Covid-19  https://hoanggialaw.com/dieu-kien-thu-tuc-nhan-tien-ho-tro-covid-19/ … pic.twitter.com/JJEJ1xv4uL"
147,Ngành nào sẽ có được cú huých đáng kể hậu đại dịch Covid-19?  https://hoanggialaw.com/nganh-nao-se-co-duoc-cu-huych-dang-ke-hau-dai-dich-covid-19/ … pic.twitter.com/bqERhEYBQm
148,"Hẹn cục cưng khi hết covid nha
#fluke_cooking
#fluke_natouch
#เจ้าแก้มก้อน pic.twitter.com/Ft5kulyAVE"
149,Cập nhật: Diễn biến mới nhất về dịch bệnh viêm đường hô hấp cấp Covid-19  http://tvel.vn/cap-nhat-dien-bien-moi-nhat-ve-dich-benh-viem-duong-ho-hap-cap-covid-19-5/ …
150,"Yêu nhau thời Covid"" đúng hok ? 😅"
151,Little Saigon lặng lẽ tưởng niệm 45 năm 30/4 vì Covid-19 bao trùm  https://bbc.in/2SaRIHD 
152,Chúng tôi đã hoạt động trở lại sau thời gian cách giãn xã hội vì Covid-19
153,"Nay nhà tui sẽ có món canh bắp cải' #news  https://tuoitre.vn/nay-nha-tui-se-co-mon-canh-bap-cai-20200426114736144.htm … TTO - Sáng 26-4, Siêu thị yêu thương 0 đồng đầu tiên tại TP Cần Thơ đã chính thức khai trương để phục vụ người dân nghèo, khó khăn trong dịch COVID-19."
154,Covid-19: Tin tặc tấn công Viện Virus học Vũ Hán  https://tinhangngay.vn/covid-19-tin-tac-tan-cong-vien-virus-hoc-vu-han/ … pic.twitter.com/J5GoK0j2LE
155,Hậu quả covid mang lại thật khó lường ...  https://www.instagram.com/p/B_b9Cc3joRXRc2BGjmznOZev_hYHhJg3zxX6Do0/?igshid=1ajgce8wphxbe …
156,"Số ca nhiễm COVID-19 tăng “sốc”, Singapore ráo riết xây bệnh viện dã chiến  http://hoicodo.com/618416/so-ca-nhiem-covid-19-tang-soc-singapore-rao-riet-xay-benh-vien-da-chien/ … pic.twitter.com/9zJeu6tT5N"
157,Tăng cường sức đề kháng cơ thể trong dịch COVID-19  https://www.nguoi-viet.com/phu-nu/kien-thuc-tong-quat/tang-cuong-suc-de-khang-mua-covid19/ …
158,Phó Thủ tướng Vũ Đức Đam nói về nguy cơ dịch COVID-19 trong cộng đồng  https://tinhangngay.vn/pho-thu-tuong-vu-duc-dam-noi-ve-nguy-co-dich-covid-19-trong-cong-dong/ …
159,"Doanh nghiệp địa ốc chuẩn bị hậu Covid-19
#bấtđộngsản #doanhnghiệpbấtđộngsản #doanhnghiệpđịaốc https://www.bdscuatui.com/doanh-nghiep-dia-oc-chuan-bi-hau-covid-19-35025/?feed_id=22196&_unique_id=5ea53ef8242f5 …"
160,Cạnh tranh Trung – Mỹ  bùng lên vì khủng hoảng Covid-19  http://rfi.my/5nSL.T  via @RFI_Vi
161,200.000 cơ hội việc làm cho người lao động trong đại dịch COVID-19  https://tinhangngay.vn/200-000-co-hoi-viec-lam-cho-nguoi-lao-dong-trong-dai-dich-covid-19/ … pic.twitter.com/Tx2lIOzx8V
162,4 bài học | 3 phương châm phòng chống dịch Covid 19.  https://youtu.be/ehfJYnbadCs 
163,"Lo ngại lây nhiễm COVID-19, Italy thả nhiều trùm mafia  https://ngon24h.wordpress.com/2020/04/26/lo-ngai-lay-nhiem-covid-19-italy-tha-nhieu-trum-mafia/ … pic.twitter.com/iyDsg7nnYK"
164,"Không có ca nhiễm COVID-19 mới ở Hồ Bắc 
Ủy ban Y tế Quốc gia Trung Quốc ngày 26/4 cho biết trong 24h qua, Trung Quốc ghi nhận 11 ca nhiễm mới COVID-19, không ghi nhận ca tử vong, nâng tổng số ca nhiễm trên cả nước lên 82.827 và tổng số ca tử vong 4.632  pic.twitter.com/gZAvdJWhR6"
165,#von.gov.ng.COVID-19:Àwọn ènìyàn mẹ́tàdínláàdọ́rùn ún (87) míràn tún jẹyọ lórílẹ̀ èdè Nàíjíríà. https://www.von.gov.ng/yoruba/covid-19awon-eniyan-me%cc%a3tadinlaado%cc%a3run-un-87-miran-tun-jeyo-lorile-ede-nai/ …. pic.twitter.com/bpinO6BUXZ
166,"Người già và bánh nếp #news  https://tuoitre.vn/nguoi-gia-va-banh-nep-20200426110521483.htm … TTO - Bạt nằm vật ra xe, nhai nhộm nhoạm suất cơm hộp vừa được phát. Vẫn chưa thấy chủ báo nghỉ làm dù mỗi ngày con số người bệnh nhiễm COVID-19 các tỉnh ở Nhật đang tăng lên chóng mặt."
167,Tin vui: Thêm 5 bệnh nhân nhiễm COVID-19 điều trị tại Bệnh viện Bệnh Nhiệt đới Trung ương được công bố khỏi bệnh  https://bit.ly/3eQFj5i 
168,Phi công người Anh mắc Covid-19 tiên lượng còn nặng  https://bit.ly/2VUmlSM 
169,Bộ Y tế chỉ đạo nghiên cứu sâu các ca mắc COVID-19 tái dương tính  https://bit.ly/2yE9KLw 
170,Mỹ: Con gái 5 tháng tuổi của lính cứu hỏa trong đơn vị tuyến đầu chống dịch Covid-19 tử vong vì dịch bệnh  https://bit.ly/3aCFA8o 
171,"Cập nhật dịch COVID-19: Thế giới có hơn 2,8 triệu người mắc bệnh, số người chết ở Pháp do COVID-19 vượt quá 22.000 người  https://bit.ly/2S66xeB "
172,Một chiếc điều hòa trong nhà hàng Trung Quốc đã tạo ra ca siêu lây nhiễm COVID-19 cho 9 bệnh nhân như thế nào?  https://bit.ly/2xLVrEB 
173,"Nếu phải đi làm tại nơi có nguy cơ lây nhiễm COVID-19, người dân cần thực hiện đầy đủ 8 việc QUAN TRỌNG này  https://bit.ly/2Y5CmaT "
174,"Bản tin Covid-19: Sáng 25/4 không có thêm ca mới mắc, 5 ca dương tính trở lại  https://bit.ly/2Y2oo9P "
175,"Trong mùa dịch Covid-19, các gia đình hãy bổ sung 10 thực phẩm này vào bữa cơm để bảo vệ hệ tiêu hóa, giảm thiểu nguy cơ mắc bệnh  https://bit.ly/3bAMSuF "
176,Bộ Y tế công bố thêm 2 ca mắc mới COVID-19  https://bit.ly/3azf4gn 
177,Gần 5 triệu lao động bị ảnh hưởng vì Covid-19  https://tinviet360.com/index.php/2020/04/26/gan-5-trieu-lao-dong-bi-anh-huong-vi-covid-19/ … pic.twitter.com/L0PUKb13kh
178,"Dịch Covid-19: Anh chưa thể thoát hiểm, đặt dấu hỏi về vai trò của nhóm cố vấn bí ẩn
         
         http://kinhtedothi.vn/dich-covid-19-anh-chua-the-thoat-hiem-dat-dau-hoi-ve-vai-tro-cua-nhom-co-van-bi-an-382448.html …
 https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/  https://www.google.com/maps?cid=906951923398546739 …"
179,"The Nation: Việt Nam có thể là quốc gia ứng phó hiệu quả nhất với dịch Covid-19
         
         http://kinhtedothi.vn/the-nation-viet-nam-co-the-la-quoc-gia-ung-pho-hieu-qua-nhat-voi-dich-covid-19-382441.html …
 https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/   https://www.google.com/maps?cid=906951923398546739 …"
180,"Điều kiện, thủ tục để nhận gói hỗ trợ 62.000 tỷ đồng do ảnh hưởng dịch Covid-19
         
         http://kinhtedothi.vn/dieu-kien-thu-tuc-de-nhan-goi-ho-tro-62000-ty-dong-do-anh-huong-dich-covid-19-382439.html …
 https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/  https://www.google.com/maps?cid=906951923398546739 …"
181,"Những chuyến bay chở theo nỗi buồn nặng trĩu của thế giới, chỉ còn một số hành khách đặc biệt tiếp tục bay giữa dịch Covid-19  https://ift.tt/2Y4aXGw "
182,Doanh số oto toàn cầu dự kiến giảm 22% trong năm 2020 do Covid-19  https://ift.tt/2KwAhwZ 
183,"Thương chiến và Covid-19 khép lại thời kỳ TQ là “công xưởng thế giới”, Việt Nam đi đầu trong nhóm điểm đến mới  https://ift.tt/3bGlcEL "
184,"25 tháng tù cho 3 đối tượng chống người thi hành công vụ liên quan đến phòng, chống dịch Covid-19  https://tinhangngay.vn/25-thang-tu-cho-3-doi-tuong-chong-nguoi-thi-hanh-cong-vu-lien-quan-den-phong-chong-dich-covid-19/ … pic.twitter.com/IKL0oGs43J"
185,"Doanh nghiệp địa ốc chuẩn bị hậu Covid-19
#bấtđộngsản #doanhnghiệpbấtđộngsản #doanhnghiệpđịaốc
 https://www.bdscuatui.com/doanh-nghiep-dia-oc-chuan-bi-hau-covid-19-35014/?feed_id=22181&_unique_id=5ea53750a6a63 …"
186,Việc bệnh nhân COVID-19 khỏi bệnh vẫn dương tính lại có đáng lo ngại?  https://tinviet360.com/index.php/2020/04/26/viec-benh-nhan-covid-19-khoi-benh-van-duong-tinh-lai-co-dang-lo-ngai/ … pic.twitter.com/6c0BxlqZPW
187,Lader picotezh giảm 50% mực cũ .. xoả bỏ eyebrow  cũ lợt .. lh cv : 0981944609 .                                                               -Sale off 20 % khách hẹn lịch trước trong mua dich covid .  pic.twitter.com/CzWjOs3hXX
188,"Theo số liệu do Trung tâm Khoa học và Kỹ thuật Hệ thống (CSSE) thuộc Đại học Johns Hopkins (Mỹ) công bố, tính đến sáng ngày 26/4, số ca mắc COVID-19 trên trên giới đã lên tới 2.896.633 ca. 
--Mỹ ghi nhận 938.072 ca nhiễm
--Tây Ban Nha xác nhận có 223.759 ca  pic.twitter.com/ziu9S4qRwr"
189,Hàn Quốc chuẩn bị cho cuộc chung sống ‘lâu dài’ với Covid-19  https://tinhangngay.vn/han-quoc-chuan-bi-cho-cuoc-chung-song-lau-dai-voi-covid-19/ … pic.twitter.com/dxxr2yXket
190,Khuyến cáo cho người đi công tác đến khu vực có nguy cơ lây nhiễm Covid-19  https://tinhangngay.vn/khuyen-cao-cho-nguoi-di-cong-tac-den-khu-vuc-co-nguy-co-lay-nhiem-covid-19/ … pic.twitter.com/qIyfMIXyFp
191,Công nghệ trở thành “cứu cánh” cho tiếp thị bất động sản mùa Covid-19   https://batdongsan.com.vn/tin-thi-truong/cong-nghe-tro-thanh-cuu-canh-cho-tiep-thi-bat-dong-san-mua-covid-19-ar103824 …  https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/   https://www.google.com/maps?cid=906951923398546739 …
192,Thách thức với bất động sản bán lẻ khi Covid-19 được kiểm soát   https://batdongsan.com.vn/tin-thi-truong/thach-thuc-voi-bat-dong-san-ban-le-khi-covid-19-duoc-kiem-soat-ar103822 …  https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/   https://www.google.com/maps?cid=906951923398546739 …
193,3 chiến lược quan trọng giúp doanh nghiệp của bạn thích nghi với sự thay đổi mới trong thời kỳ COVID-19  https://ift.tt/3aEG4LB 
194,"Những chuyến bay chở theo nỗi buồn nặng trĩu của thế giới, chỉ còn một số hành khách đặc biệt tiếp tục bay giữa dịch Covid-19  https://goodstock.vn/nhung-chuyen-bay-cho-theo-noi-buon-nang-triu-cua-the-gioi-chi-con-mot-so-hanh-khach-dac-biet-tiep-tuc-bay-giua-dich-covid-19/ … pic.twitter.com/6Z4JxjvsEg"
195,"Cuộc sống qua màn hình hậu Covid-19  https://ift.tt/3bApCNs 
tin tran
 https://ift.tt/2Z5Luhr 
0919992336
tin tran
#tintran #trantantin #trantin"
196,Doanh số oto toàn cầu dự kiến giảm 22% trong năm 2020 do Covid-19  https://goodstock.vn/doanh-so-oto-toan-cau-du-kien-giam-22-trong-nam-2020-do-covid-19/ … pic.twitter.com/rZECIPY5WR
197,Báo Mỹ: Việt Nam tạo ra thành công bất ngờ trong chống dịch Covid-19  https://tinhangngay.vn/bao-my-viet-nam-tao-ra-thanh-cong-bat-ngo-trong-chong-dich-covid-19/ … pic.twitter.com/nGtr2pdBVp
198,Lá thư từ biệt vợ con của bệnh nhân Covid-19  https://ift.tt/2zr8c7L  #vnexprees #T_News #tintuc #Baodientu #Bao_moi #tinnhanh
199,Game phượt 'có một không hai' giữa Covid-19  https://ift.tt/2xYYadP  #vnexprees #T_News #tintuc #Baodientu #Bao_moi #tinnhanh
200,Mỹ nguy cơ thiếu thịt vì Covid-19  https://ift.tt/3bHDt4A  #vnexprees #T_News #tintuc #Baodientu #Bao_moi #tinnhanh
201,Vinpearl khuyến mãi khủng đón mùa du lịch hậu Covid-19  https://ift.tt/3aHCtfA  #vnexprees #T_News #tintuc #Baodientu #Bao_moi #tinnhanh
202,Doanh nghiệp BĐS kinh doanh bết bát vì dịch Covid-19  http://vietnamnet.vn/vn/bat-dong-san/thi-truong/doanh-nghiep-bds-kinh-doanh-bet-bat-vi-dich-covid-19-636496.html …  https://www.facebook.com/copphaviet  #copphaviet
203,Cách người dân trên thế giới ‘giết thời gian’ mùa đại dịch Covid-19  https://tinhangngay.vn/cach-nguoi-dan-tren-the-gioi-giet-thoi-gian-mua-dai-dich-covid-19/ … pic.twitter.com/dGOeLH29hC
204,Việt Nam có 5 ca Covid-19 dương tính trở lại sau khi xuất viện  https://rongvietthanghoa.site/viet-nam-co-5-ca-covid-19-duong-tinh-tro-lai-sau-khi-xuat-vien …
205,"Hải Phòng: Chưa phê duyệt đấu thầu, chưa chỉ định thầu mua hệ thống máy xét nghiệm Covid-19  https://ift.tt/2Sajq78  pic.twitter.com/9Q9Z6se1Yl"
206,"Hải Phòng: Chưa phê duyệt đấu thầu, chưa chỉ định thầu mua hệ thống máy xét nghiệm Covid-19  https://ift.tt/3aEEyZV  pic.twitter.com/loNd3xqeyx"
207,"Nắm giữ cổ phiếu của ngành trong COVID-19

 https://www.bdscuatui.com/nam-giu-co-phieu-cua-nganh-trong-covid-19-35017/?feed_id=22184&_unique_id=5ea52e43b3440 …"
208,10 biểu đồ minh hoạ những số liệu mới nhất cho thấy Covid-19 đã ‘xé toạc’ nền kinh tế toàn cầu như thế nào  https://ngon24h.wordpress.com/2020/04/26/10-bieu-do-minh-hoa-nhung-so-lieu-moi-nhat-cho-thay-covid-19-da-xe-toac-nen-kinh-te-toan-cau-nhu-the-nao/ … pic.twitter.com/wW40xaI8j7
209,"Hơn 200.000 ca Covid-19 tử vong toàn cầu, Mỹ chiếm hơn 54.000 ca  http://thienhasu2018.com/2020/04/25/hon-200-000-ca-covid-19-tu-vong-toan-cau-my-chiem-hon-54-000-ca/ … pic.twitter.com/4mtXR85Z0r"
210,Game phượt 'có một không hai' giữa Covid-19: Một hướng dẫn viên thật sẽ đi đứng theo lệnh…  https://goo.gl/fb/cDwzgS 
211,Mỹ sẽ đảm bảo cho thế giới biết Covid-19 đến từ Trung Quốc  http://thienhasu2018.com/2020/04/25/my-se-dam-bao-cho-the-gioi-biet-covid-19-den-tu-trung-quoc/ … pic.twitter.com/0QraUWnoet
212,Nguy cơ tái mắc Covid-19: Các nước không nên cấp “hộ chiếu miễn dịch”  http://hoicodo.com/618402/nguy-co-tai-mac-covid-19-cac-nuoc-khong-nen-cap-ho-chieu-mien-dich/ … pic.twitter.com/Km72BdOAMY
213,Bệnh nhân Covid-19 bốn lần âm tính giả  https://tinviet360.com/index.php/2020/04/26/benh-nhan-covid-19-bon-lan-am-tinh-gia/ … pic.twitter.com/bcM1zGEfAw
214,Nhóm du khách vào hang động trốn Covid-19 suốt 1 tháng vì hết tiền  http://diendandulich-vn.blogspot.com/2020/04/nhom-du-khach-vao-hang-ong-tron-covid.html … pic.twitter.com/oVIzQOygsU
