,content
123,Kế hoạch ngoại giao 2020 của Trung Quốc đổ bể vì COVID-19  http://hoicodo.com/621405/ke-hoach-ngoai-giao-2020-cua-trung-quoc-do-be-vi-covid-19/ … pic.twitter.com/ruByVtP3qM
124,"Chính phủ Mỹ, Anh, EU, Trung Quốc đồng loạt đổ tiền chạy đua phát triển vắc xin Covid-19  https://ngon24h.wordpress.com/2020/05/03/chinh-phu-my-anh-eu-trung-quoc-dong-loat-do-tien-chay-dua-phat-trien-vac-xin-covid-19/ … pic.twitter.com/ctW9AsNpwU"
125,"Tổng thống hứng chỉ trích, Brazil nguy cơ ""thất thủ"" vì Covid-19 - Dân Trí  https://dantri.com.vn/the-gioi/tong-thong-hung-chi-trich-brazil-nguy-co-that-thu-vi-covid-19-20200503082516062.htm … qua @GoogleNews"
126,Australia hỗ trợ sinh viên quốc tế vượt qua đại dịch Covid-19  https://tinquangbinh.com/2020/05/981175/australia-ho-tro-sinh-vien-quoc-te-vuot-qua-dai-dich-covid-19/ … pic.twitter.com/yjA0CLGbza
127,"Nhìn sang Serie B, Liverpool sẽ không cô đơn vì dịch COVID-19  http://soikeo.tv/nhin-sang-serie-b-liverpool-se-khong-co-don-vi-dich-covid-19/ … pic.twitter.com/LZrqvzh4Vn"
128,Đại dịch Covid-19: Trung Quốc chế nhạo cách chống dịch của Mỹ bằng phim hoạt hình Lego  http://dlvr.it/RVw7Yh  pic.twitter.com/HZOa5hGxZV
129,COVID-19 chuyện chưa kể| Cuộc đua tìm kiếm vắc xin COVID-19 | VTV24  https://opentro.com/covid-19-chuyen-chua-ke-cuoc-dua-tim-kiem-vac-xin-covid-19-vtv24/ … pic.twitter.com/Gm11wG9GRU
130,Saudi Arabia tăng cường biện pháp đối phó với tác động của Covid-19  https://tinquangbinh.com/2020/05/981169/saudi-arabia-tang-cuong-bien-phap-doi-pho-voi-tac-dong-cua-covid-19/ … pic.twitter.com/6aXfifkmsT
131,Dòng người dài “vô tận“ đi nhận đồ ăn giữa dịch Covid-19 ở Nam Phi - Tin tức 24h  https://www.24h.com.vn/tin-tuc-quoc-te/dong-nguoi-dai-vo-tan-di-nhan-do-an-giua-dich-covid-19-o-nam-phi-c415a1145766.html … qua @GoogleNews
132,Liên minh “Ngũ nhãn” lộ báo cáo nghi Trung Quốc “giấu” dịch Covid-19 - Dân Trí  https://dantri.com.vn/the-gioi/lien-minh-ngu-nhan-lo-bao-cao-nghi-trung-quoc-giau-dich-covid-19-20200503113659549.htm … qua @GoogleNews
133,Nhật ký Covid-19 ngày 147 (02/05/2020) | Anh hùng không tên  https://youtu.be/4XxYT2Q2AGk  via @YouTube
134,"Covid-19: Nga, Anh chịu trận, Ý lại tăng mạnh ca tử vong - Người Lao Động  http://nld.com.vn/thoi-su-quoc-te/covid-19-nga-anh-chiu-tran-y-lai-tang-manh-ca-tu-vong-20200503125806063.htm … qua @GoogleNews"
135,Dịch COVID-19: Hàn Quốc ghi nhận trên 300 ca dương tính trở lại  https://ngon24h.wordpress.com/2020/05/03/dich-covid-19-han-quoc-ghi-nhan-tren-300-ca-duong-tinh-tro-lai/ … pic.twitter.com/eMbvshrkOq
136,"Chelsea Awards 2020 dự kiến ​​được tổ chức tháng 5 này tại Eventim Apollo ở Hammersmith không thể diễn ra. Sự kiện này do Yokohama Tyres tổ chức với format hoàn toàn mới, nhưng do COVID-19 nên đã bị hủy. Những fan đã mua vé sẽ được hoàn lại 100% số tiền.  pic.twitter.com/n3sIbi7vZm"
137,Check out this article: Việt Nam thử nghiệm vắc-xin Covid-19 trên chuột  -  http://vietanhsongngu.com/viet-nam-thu-nghiem-vac-xin-covid-19-tren-chuot--899.htm …
138,"Gỡ khó vì Covid-19, các hãng hàng không được giảm nhiều loại phí, lệ phí  https://hoanggialaw.com/go-kho-vi-covid-19-cac-hang-hang-khong-duoc-giam-nhieu-loai-phi-le-phi/ … pic.twitter.com/XMOKm4wVoc"
139,Sự quan tâm đối với Bitcoin tăng đột biến giữa cuộc khủng hoảng COVID-19  https://toiyeubitcoin.com/bitcoin-hut-su-quan-tam-tang-dot-bien-giua-khung-hoang-covid-19/ … qua @Tôi Yêu Bitcoin
140,Tin tức dịch bệnh corona ( Covid-19 ) chiều 14/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-chieu-14-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/E6Za1tP9oe
141,COVID-19 giúp Messi Thái có cơ hội sang châu Âu?  https://tinhangngay.vn/covid-19-giup-messi-thai-co-co-hoi-sang-chau-au/ … pic.twitter.com/voqrT8Qo1r
142,"Mỗi ngày có hơn 1.000 ca nhiễm mới Covid-19, bang Texas – Mỹ vẫn mở cửa hoạt động kinh tế  https://ngon24h.wordpress.com/2020/05/03/moi-ngay-co-hon-1-000-ca-nhiem-moi-covid-19-bang-texas-my-van-mo-cua-hoat-dong-kinh-te/ … pic.twitter.com/VYcWWcViLc"
143,Chuyên gia nói về triển vọng công bố hết dịch COVID-19 tại Việt Nam  https://ngon24h.wordpress.com/2020/05/03/chuyen-gia-noi-ve-trien-vong-cong-bo-het-dich-covid-19-tai-viet-nam/ … pic.twitter.com/bak2Rbx69U
144,Tiếp cận văn hóa thời COVID-19 tại Pháp. #news https://www.facebook.com/1736978526536864_2732143100353730 …
145,"Sáng 26/4, không có ca mắc mới COVID-19, đã có 225 ca khỏi bệnh  https://tinhangngay.vn/sang-26-4-khong-co-ca-mac-moi-covid-19-da-co-225-ca-khoi-benh/ … pic.twitter.com/DwBjdQSd7u"
146,Quan hệ Nhật Bản và Hàn Quốc ấm dần trong đại dịch Covid-19  https://tinquangbinh.com/2020/05/981103/quan-he-nhat-ban-va-han-quoc-am-dan-trong-dai-dich-covid-19/ … pic.twitter.com/Ru9q9oeLDQ
147,Việt Nam bắt đầu thử nghiệm vắc xin ngừa Covid-19 trên chuột  https://tinviet360.com/index.php/2020/05/03/viet-nam-bat-dau-thu-nghiem-vac-xin-ngua-covid-19-tren-chuot/ … pic.twitter.com/NgNPDQB62F
148,"Hơn 10.000 ca COVID-19 mới một ngày, Nga dồn lực bảo vệ Putin  http://hoicodo.com/621384/hon-10-000-ca-covid-19-moi-mot-ngay-nga-don-luc-bao-ve-putin/ … pic.twitter.com/IT2fDIsMym"
149,"Việt Nam tiến hành thử nghiệm vắc xin phòng bệnh COVID-19 trên chuột

#covid19 #vacxin #tintucytevietnam http://ytevietnam.net.vn/viet-nam-tien-hanh-thu-nghiem-vac-xin-phong-benh-covid-19-tren-chuot-b2941v.html …"
150,Lý do Trung Quốc tin phòng thí nghiệm Vũ Hán không phải nơi bùng phát COVID-19  https://vtc.vn/tu-lieu/ly-do-trung-quoc-tin-phong-thi-nghiem-vu-han-khong-phai-noi-bung-phat-covid-19-ar543761.html …
151,"Đà Lạt đông nghẹt du khách, chen chân đi chơi như chưa từng có COVID-19  https://tinhangngay.vn/da-lat-dong-nghet-du-khach-chen-chan-di-choi-nhu-chua-tung-co-covid-19/ … pic.twitter.com/mdMVfTNmfv"
152,Tin tức dịch bệnh corona ( Covid-19 ) trưa 11/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-trua-11-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/75uagQrfue
153,[Covid-19] Đã Có Lịch Học Cho 63 Tỉnh Thành Trên Cả Nước  https://youtu.be/mBqHZ5lTiqc  via @YouTube
154,Y vietnam?
155,Covid-19: Bác sĩ đã nghĩ đến chuyện thủ tướng Anh tử vong  https://ngon24h.wordpress.com/2020/05/03/covid-19-bac-si-da-nghi-den-chuyen-thu-tuong-anh-tu-vong/ … pic.twitter.com/VvCdtV73eh
156,[Covid-19] Việt Nam Đưa Gần 300 Công Nhân Từ ( UAE ) Về Nước Để Tránh Dịch  https://youtu.be/lqXh3DHmoDU  via @YouTube
157,Bệnh viện điều trị COVID-19 Cần Giờ tạm ngưng hoạt động  http://hoicodo.com/621372/benh-vien-dieu-tri-covid-19-can-gio-tam-ngung-hoat-dong/ … pic.twitter.com/eI7hZf2Su9
158,WHO cảnh báo: Từng mắc COVID-19 vẫn có thể mắc lại  https://tinhangngay.vn/who-canh-bao-tung-mac-covid-19-van-co-the-mac-lai/ … pic.twitter.com/gaHnHzQ2Ik
159,Bang của Mỹ được ủng hộ 2 triệu USD thịt bò Wagyu chống dịch Covid-19  https://tinhangngay.vn/bang-cua-my-duoc-ung-ho-2-trieu-usd-thit-bo-wagyu-chong-dich-covid-19/ … pic.twitter.com/MM5uIK82kT
160,Việt Nam thử nghiệm vắc xin phòng bệnh Covid-19 trên chuột #news  https://www.facebook.com/255026894850098_1254433168242794 …
161,"Nữ diễn viên Ha Jiwon gắn thẻ V với #덕분에챌린지 (Thử thách vì bạn) trên Insta. Thử thách này dành cho các nhân viên y tế đã làm việc chăm chỉ trong bối cảnh COVID-19. Ha Jiwon là của Taehyung, cô là nữ diễn viên hàng đầu ở Hàn Quốc❤️🥺
Cre: choi_bts2
@BTS_twt pic.twitter.com/xhtViAftFC"
162,"Từ 4/5, xe buýt Hà Nội trở lại hoạt động bình thường nhưng phải ngồi giãn cách #news  https://www.facebook.com/149635358433194_3157977374265629 … Mọi thứ dần bình thường trở lại rồi

Để phòng chống dịch Covid-19, xe buýt không được vận chuyển quá 30 người tại cùng 1 thời điểm trên xe."
163,xô covid
164,Việt Nam thử nghiệm vaccine phòng Covid-19 từ 2 tuần trước  https://ngon24h.wordpress.com/2020/05/03/viet-nam-thu-nghiem-vaccine-phong-covid-19-tu-2-tuan-truoc/ … pic.twitter.com/gL6pjr3woZ
165,Cầu thủ Thái Lan đầu tiên bị “đẩy ra đường” vì CLB hết tiền trả lương: Ảnh hưởng của dịch Covid-19 thật đáng sợ  https://ngon24h.wordpress.com/2020/05/03/cau-thu-thai-lan-dau-tien-bi-day-ra-duong-vi-clb-het-tien-tra-luong-anh-huong-cua-dich-covid-19-that-dang-so/ … pic.twitter.com/6K4D6T0HUk
166,Lực lượng dân quân xung kích trong CT chống dịch Covid-19 - Ngày 3/5/2020 #news https://www.youtube.com/watch?v=Zf22u7_otfU …
167,Việt Nam nghiên cứu vaccine phòng Covid-19 trên chuột  https://goo.gl/fb/xKcnnA  #khoahọccôngnghệ #chiasẻchọnlọc
168,COVID-19 khiến phe chống Trung Quốc trong chính quyền Mỹ thắng thế  http://thienhasu2018.com/2020/05/02/covid-19-khien-phe-chong-trung-quoc-trong-chinh-quyen-my-thang-the/ …
169,Nơi có 15 người chết vì Covid-19 vẫn cho y tá nhiễm bệnh làm việc  https://tinviet360.com/index.php/2020/05/03/noi-co-15-nguoi-chet-vi-covid-19-van-cho-y-ta-nhiem-benh-lam-viec/ … pic.twitter.com/pL7hiZvgi1
170,Ngành hàng không sẽ thay đổi vĩnh viễn sau khủng hoảng dịch COVID-19  https://tinhangngay.vn/nganh-hang-khong-se-thay-doi-vinh-vien-sau-khung-hoang-dich-covid-19/ … pic.twitter.com/mPpwlK36RC
171,100 days of COVID-19 in Việt Nam  http://vietnamnews.vn/society/716090/100-days-of-covid-19-in-viet-nam.html …
172,Số ca tử vong do COVID-19 tại Thổ Nhĩ Kỳ tăng lên 2.706 người  https://tinhangngay.vn/so-ca-tu-vong-do-covid-19-tai-tho-nhi-ky-tang-len-2-706-nguoi/ … pic.twitter.com/Wg5SEhUBIk
173,TÌNH HÌNH THẾ GIỚI 2/5- TIA SÁNG MÀU HÔNG TRONG THỜI COVID -19  https://youtu.be/IrjjxmXURiA  qua @YouTube
174,Công ty Trung Quốc dự định sản xuất 100 triệu liều vaccine Covid-19 #news https://vnexpress.net/cong-ty-trung-quoc-du-dinh-san-xuat-100-trieu-lieu-vaccine-covid-19-4092929.html …
175,Virus corona Ngày 13/4 |Tin Covid-19 Tại Việt Nam | Đại dịch Viêm Phổi Vũ Hán |Tình hình dịch corona  https://opentro.com/virus-corona-ngay-13-4-tin-covid-19-tai-viet-nam-dai-dich-viem-phoi-vu-han-tinh-hinh-dich-corona/ … pic.twitter.com/rjwS89El4C
176,"Phỏng vấn Maya Channel:

Q: Điều gì bạn muốn làm nhất khi tình hình Covid trở nên tốt hơn?

M: Tham gia event trở lại.

G: Chắc chắn là tham gia event ạ.

M: Rất muốn gặp lại các fans  pic.twitter.com/eXmV5RQXyW"
177,"Huyện đảo Lý Sơn, tỉnh Quảng Ngãi đã chính thức đón khách du lịch trở lại sau gần 2 tháng phòng chống dịch Covid-19. #vietnam https://www.youtube.com/watch?v=aO0gI0g8APo …"
178,"Chỉ để chống lại COVID 19 . Ha Jiwon là một trong những người bạn nổi tiếng của Taehyung , cô ấy là nữ diễn viên hàng đầu của Hàn Quốc 

@BTS_twt"
179,"Theo số liệu thống kê mới nhất, Mátxcơva đã có hơn 53.700 người nhiễm vi rút SARS-CoV-2, chiếm hơn một nửa số ca mắc Covid-19 ở Liên bang Nga. #vietnam https://www.youtube.com/watch?v=uJS_F83r3yk …"
180,"10 ngày qua, Việt Nam không ghi nhận ca lây nhiễm Covid-19 trong cộng đồng  https://tinhangngay.vn/10-ngay-qua-viet-nam-khong-ghi-nhan-ca-lay-nhiem-covid-19-trong-cong-dong/ … pic.twitter.com/1px07bj4B6"
181,"Brazil “vỡ trận” vì COVID-19, Tổng thống Bolsonaro phát ngôn cực “sốc”  http://hoicodo.com/621356/brazil-vo-tran-vi-covid-19-tong-thong-bolsonaro-phat-ngon-cuc-soc/ … pic.twitter.com/k1Z9UU27WI"
182,92 trường hợp liên quan đến bệnh nhân 92 tái dương tính Covid-19 đã có kết quả xét nghiệm  https://bit.ly/3d6ABhY 
183,"Reliance Jio कोविड-19 टूल, लाखों यूजर्स का डेटा ऑनलाइन लीक – reliance jio covid-19 checker tool database exposed online  https://satarknews.com/reliance-jio-%e0%a4%95%e0%a5%8b%e0%a4%b5%e0%a4%bf%e0%a4%a1-19-%e0%a4%9f%e0%a5%82%e0%a4%b2-%e0%a4%b2%e0%a4%be%e0%a4%96%e0%a5%8b%e0%a4%82-%e0%a4%af%e0%a5%82%e0%a4%9c%e0%a4%b0%e0%a5%8d%e0%a4%b8/ … pic.twitter.com/XjepPZ1bCu"
184,Tin tức dịch COVID-19 mới nhất hôm nay 3/5/2020 | Cập nhật virus corona  https://youtu.be/8aYeUSHOdnQ  qua @YouTube
185,"Dịch Covid-19: Người Âu - Mỹ thận trọng ra khỏi nhà, Nga đột biến lớn
         
         http://kinhtedothi.vn/dich-covid-19-nguoi-au-my-than-trong-ra-khoi-nha-nga-dot-bien-lon-383102.html …
 https://sunshinecity-saigon.com/  … https://du-an-sunshine-city-saigon.business.site/  https://www.google.com/maps?cid=906951923398546739 …"
186,Những sao Việt phải hoãn cưới vì Covid-19  https://tinviet360.com/index.php/2020/05/03/nhung-sao-viet-phai-hoan-cuoi-vi-covid-19/ … pic.twitter.com/YOBaxzBvL7
187,Tràng An đảm bảo các biện pháp phòng dịch Covid -19 cho du khách dịp nghỉ lễ 30/04 – 01/05  https://tinhangngay.vn/trang-an-dam-bao-cac-bien-phap-phong-dich-covid-19-cho-du-khach-dip-nghi-le-30-04-01-05/ … pic.twitter.com/y8v7K8x0cK
188,"Phi công người Anh mắc Covid-19 tràn khí màng phổi, phải đặt ống dẫn lưu  http://hoicodo.com/621343/phi-cong-nguoi-anh-mac-covid-19-tran-khi-mang-phoi-phai-dat-ong-dan-luu/ … pic.twitter.com/ZwPqLU6p3u"
189,"Yên Bái nghỉ lễ mùa Covid: Kỳ nghỉ ý nghĩa, khó quên -  http://www.baoyenbai.com.vn/13/191925/Yen_Bai_nghi_le_mua_Covid_Ky_nghi_y_nghia_kho_quen.htm …"
190,‘Xóm Bàng những ngày hoảng loạn vì Covid-19’  https://tinhangngay.vn/xom-bang-nhung-ngay-hoang-loan-vi-covid-19/ … pic.twitter.com/zKLXrFAhJ9
191,"Việt Nam thành công bước đầu dự tuyển vắc xin phòng #COVID_19
#tapchisuckhoe
#truongcaodangyduocpasteur
#vacxincovid http://tapchisuckhoe.edu.vn/thong-tin-y-duoc/viet-nam-thanh-cong-buoc-dau-du-tuyen-vac-xin-phong-covid-19/ …"
192,Sáng 3/5: Bước sang ngày thứ 17 không ca mắc Covid-19 mới | VTC Now  https://youtu.be/dVRopgPOfOk  qua @YouTube
193,"Hôm nay chính thức Khai Trương nhà mẫu AQUA CITY

Khách Hàng sau Covid đến nườm nượp.

 https://novaworldvietnam.com.vn/aqua-city-novaland-dong-nai/ …"
194,Tin tức dịch COVID-19 mới nhất trưa 03/5 | Tổng thống Trump tuyên bố sẽ ...  https://youtu.be/WPh-6hW8jmI  qua @YouTube
195,"རྒྱ་ནག་གི་གཉན་རིམས་ལས་མི་ཚེ་ནང་ལེན་དགོས་པའི་བསླབ་བྱ།
Covid -19: life lessons to learn from this pandemic
 https://youtu.be/bcC3h0ysmMs?list=PLE7Wm-v0hYnkLNvOcFbBDpH39BaeXJUkG …"
196,BBC News Tiếng Việt - Nụ cười thời cách ly Covid-19 ở Trung Quốc  https://www.bbc.com/vietnamese/vert-tra-52473473 …
197,"Nữ diên viên Hàn - Ha Jiwon tag V với #덕분에챌린지 (thử thách""Bởi vì bạn"") trên IG của cô. Thử thách này cho nhân viên y tế đã & đang làm việc chăm chỉ cho ng mắc COVID-19

Ha JiWon là 1 ng bạn của Taehyung @BTS_twt , cô là nữ diễn viên hàng đầu của Hàn Quốc pic.twitter.com/uD6vEtqxuu"
198,Người mẫu của Valentino dùng tiền thù lao để gây quỹ phòng chống COVID-19  https://tinhangngay.vn/nguoi-mau-cua-valentino-dung-tien-thu-lao-de-gay-quy-phong-chong-covid-19/ … pic.twitter.com/d6u2p4Dzhy
199,5 Mục tiêu “nòng cốt” để có chiến dịch Marketing thành công năm Đại dịch Covid 2020  https://ift.tt/2zLle02 
200,"Nhìn sang Serie B, Liverpool sẽ không cô đơn vì dịch COVID-19  https://bongda.ws/nhin-sang-serie-b-liverpool-se-khong-co-don-vi-dich-covid-19/ … pic.twitter.com/fPSlhW8cyp"
201,[Covid-19] Việt Nam Thử Nghiệm Vaccine Chống Covid-19 Trên Chuột Bạch  https://youtu.be/dHD5iRAxVJE  via @YouTube
202,"Một trong những lỗ thủng tầng ozone lớn nhất lịch sử chính thức biến mất, nhưng lý do không phải ""nhờ"" Covid-19  http://dlvr.it/RVvqFz  pic.twitter.com/a4cWpsguer"
203,Ontario và Quebec chiếm hơn 80% số ca COVID-19 ở Canada  https://thoimoi.com/suc-khoe/ontario-va-quebec-chiem-hon-80-so-ca-covid-19-o-canada/ … pic.twitter.com/eERn92tY2W
204,Châu Âu bắt đầu đánh giá thiệt hại kinh tế sau COVID-19  https://vtc.vn/dau-tu/chau-au-bat-dau-danh-gia-thiet-hai-kinh-te-sau-covid-19-ar543728.html …
205,Nghiên cứu sử dụng huyết tương điều trị COVID-19  https://tinhangngay.vn/nghien-cuu-su-dung-huyet-tuong-dieu-tri-covid-19/ … pic.twitter.com/2nSdrcPhis
206,Thiết bị xét nghiệm Covid-19: Một loại máy nhưng 'loạn' giá  https://m.thanhnien.vn/thoi-su/thiet-bi-xet-nghiem-covid-19-mot-loai-may-nhung-loan-gia-1217782.html …
207,VTV2 - Khát vọng chiến thắng Covid Chấm dứt bệnh Lao  https://youtu.be/RoL5edKtdsM  via @YouTube
208,Hàng triệu sinh viên Trung Quốc tốt nghiệp năm 2020 có nguy cơ thất nghiệp vì Covid-19  https://ngon24h.wordpress.com/2020/05/03/hang-trieu-sinh-vien-trung-quoc-tot-nghiep-nam-2020-co-nguy-co-that-nghiep-vi-covid-19/ … pic.twitter.com/l58sFgjq1E
209,Bài Cúng Covid  https://www.khuongbui.com/bai-cung-covid.html … qua @ https://twitter.com/khuongbuiSEO
210,Sân bay Nội Bài dần hồi sinh sau đại dịch Covid-19  https://ift.tt/2WricpI 
211,Ngày thứ 17 liên tiếp Việt Nam không có ca mắc COVID-19 trong cộng đồng  https://vtc.vn/tin-tuc/ngay-thu-17-lien-tiep-viet-nam-khong-co-ca-mac-covid-19-trong-cong-dong-ar543697.html …
212,Việt Nam thử nghiệm vaccine COVID-19 trên chuột  https://vtc.vn/tin-tuc/viet-nam-thu-nghiem-vaccine-covid-19-tren-chuot-ar543725.html …
213,Các cơ sở tôn giáo ở Hàn Quốc hoạt động trở lại sau 2 tháng đóng cửa vì COVID-19  https://thongtinhanquoc.com/cac-co-so-ton-giao-o-han-quoc-hoat-dong-tro-lai-sau-2-thang-dong-cua-vi-covid-19/ … pic.twitter.com/UUgZfBlUg3
214,Trẻ em ăn gì để tăng đề kháng phòng chống COVID-19?  https://vtc.vn/tu-van/tre-em-an-gi-de-tang-de-khang-phong-chong-covid-19-ar543715.html …
215,Mỹ tăng tốc phát triển vaccine Covid-19  https://tinviet360.com/index.php/2020/05/03/my-tang-toc-phat-trien-vaccine-covid-19/ … pic.twitter.com/Gp04jIDKXD
216,Infographic: Diễn biến dịch COVID-19 tại Việt Nam ngày 3/5  https://vtc.vn/tin-tuc/infographic-toan-canh-dien-bien-dich-covid-19-tai-viet-nam-ar538744.html …
217,Infographic: Cập nhật liên tục diễn biến dịch COVID-19 trên toàn cầu ngày 3/5  https://vtc.vn/tin-tuc/infographic-cap-nhat-lien-tuc-dien-bien-dich-covid-19-tren-toan-cau-ar532582.html …
218,"Lo ngại lây nhiễm COVID-19, Philippines thả gần 10.000 tù nhân  https://vtc.vn/thoi-su-quoc-te/lo-ngai-lay-nhiem-covid-19-philippines-tha-gan-10000-tu-nhan-ar543671.html …"
219,Dm chứ ko phải do covid thì mùa này là mùa FM couple Có khi chị khăn gói qua thái rồi huhu
220,"Số người chết vì COVID-19 ở Italy tăng vọt, Pháp gia hạn tình trạng khẩn cấp  https://vtc.vn/thoi-su-quoc-te/so-nguoi-chet-vi-covid-19-o-italy-tang-vot-phap-gia-han-tinh-trang-khan-cap-ar543703.html …"
221,Dubai có thể rơi vào khủng hoảng nợ nếu dịch Covid-19 kéo dài  https://tinhangngay.vn/dubai-co-the-roi-vao-khung-hoang-no-neu-dich-covid-19-keo-dai/ … pic.twitter.com/NaIegJUX9V
