,content
125,"💥💥💥 Tín hiệu tốt vui! Việt Nam 2 ngày chỉ 1 có ca nhiểm mới và thế giới đều giảm ca nhiểm COVID-19  https://bit.ly/2UOj0oZ 
💥 Niềm vui rõ ràng trong sáng nay, sáng đầu tuần và là buổi sáng thứ 2 liên tiếp không ghi nhận bệnh nhân COVID-19 mới.  pic.twitter.com/4KXPbYjR2p"
126,Covid-19: Số ca nhiễm nCoV mới ở Đức giảm 4 ngày liên tiếp  https://vnexpress.net/the-gioi/covid-19-ha-nhiet-o-chau-au-4080374.html …
127,"Dịch Covid 19 ở Ecuador : Người C.H.Ế.T đầy phố, Dùng thùng carton thay ...  https://youtu.be/A1SgFNQCyao  qua @YouTube"
128,"Hôm nay chính thức ""đóng cửa tạm thời"" để kiểm soát dịch Covid 19. Việt Nam ơi, Thế giới ơi...cố lên!  pic.twitter.com/AqAYaypkKE"
129,Mắc kẹt với thiết bị Apple hỏng giữa Covid-19  https://trungcln.com/mac-ket-voi-thiet-bi-apple-hong-giua-covid-19/ … pic.twitter.com/VXgXoGBcjA
130,"Sau bao ngày mòn mỏi vì covid
Thì bảo bối tweet 
Sức lực tràn chề ☺️😘  https://twitter.com/tran_dieu_linh/status/1247121918974496768 …"
131,"13.000 người dùng VinID ủng hộ hơn 1,5 tỷ đồng phòng, chống dịch Covid-19  https://trungcln.com/13-000-nguoi-dung-vinid-ung-ho-hon-15-ty-dong-phong-chong-dich-covid-19/ … pic.twitter.com/oyFZTOSDB1"
132,"🔖 Công an thành phố là một trong những lực lượng chủ công nhất trên mặt trận phòng, chống dịch bệnh Covid-19.
💠 Đó là khẳng định của đồng chí Lê Văn Thành - Ủy viên Trung ương Đảng, Bí thư Thành ủy, Chủ tịch HĐND TP tại buổi làm…  https://thanhphohaiphong.gov.vn/cong-an-thanh-pho-la-mot-trong-nhung-luc-luong-chu-cong-nhat-tren-mat-tran-phong-chong-dich-benh-covid-19.html … pic.twitter.com/x5ZHRCFwIC"
133,“Hoàng tử boxing” tuyên bố sốc về nguyên nhân phát tán Covid-19  https://trungcln.com/hoang-tu-boxing-tuyen-bo-soc-ve-nguyen-nhan-phat-tan-covid-19/ … pic.twitter.com/GMy52hlrYp
134,Giá vàng đang tăng mạnh trở lại khi Covid-19 làm tê liệt nền kinh tế toàn cầu  https://goodstock.vn/gia-vang-dang-tang-manh-tro-lai-khi-covid-19-lam-te-liet-nen-kinh-te-toan-cau/ … pic.twitter.com/RT23a6vR7U
135,"Gì vậy unnie 😭😭 Unnie giỡn em hả !!
Vài tuần trước do chán quá nên e đã lấy bút khoanh vào 30/4 là ngày VN sẽ đại thắng Covid 19, đó là theo cách tính của em thôi mà bây h...😭😭 k tin nổi luôn
@BTS_twt"
136,Bphone 4 lại lỡ hẹn ngày ra mắt 7/4 vì dịch Covid-19  https://ngon24h.wordpress.com/2020/04/06/bphone-4-lai-lo-hen-ngay-ra-mat-7-4-vi-dich-covid-19/ … pic.twitter.com/Cd6Ed5LUkh
137,Nguyên Bộ trưởng Bộ Y tế Nguyễn Thị Kim Tiến: Covid-19 sẽ vẫy tay chào Việt Nam để ra đi trong nắng hè rực rỡ  https://ngon24h.wordpress.com/2020/04/06/nguyen-bo-truong-bo-y-te-nguyen-thi-kim-tien-covid-19-se-vay-tay-chao-viet-nam-de-ra-di-trong-nang-he-ruc-ro/ … pic.twitter.com/mS8tdTaJ9a
138,Du lịch mùa COVID: ‘Khó chồng khó’  https://trungcln.com/du-lich-mua-covid-kho-chong-kho/ … pic.twitter.com/WvwMAU21PM
139,EVN cảnh báo rủi ro trong phát điện vì dịch COVID-19 | Lao Động Online |  http://LAODONG.VN  - Tin tức mới nhất 24h https://laodong.vn/doanh-nghiep-doanh-nhan/evn-canh-bao-rui-ro-trong-phat-dien-vi-dich-covid-19-796300.ldo …
140,"Thất nghiệp vì Covid-19, người vay mua nhà như “ngồi trên đống lửa”
#bùng #covid19 #dịch #khiến #kinh #ngành #nhiều #phát #tế https://www.bdscuatui.com/that-nghiep-vi-covid-19-nguoi-vay-mua-nha-nhu-ngoi-tren-dong-lua-32062/?feed_id=17777&_unique_id=5e8b22f7aa1ac …"
141,"Thêm 4 bệnh nhân mắc Covid-19, nâng tổng số ca nhiễm lên 245  https://hellobacsi.com/coronavirus/covid19/them-4-benh-nhan-mac-covid-19-tong-so-ca-la-245/?utm_source=rss&utm_medium=rss&utm_campaign=rss …"
142,"Blog's Dương Lê Tường Vy: How to Overcome the Impact of COVID-19 with FAQs, Schema, AMP & Voice Search [Webinar] via @brentcsutoras  https://bit.ly/2V4rWFz "
143,"Việt Nam đang trong tình trạng kiểm soát tốt dịch Covid 19.   Tôi tin tưởng vào khả năng của đất nước tôi, và các bạn cũng thế. Nhân loại cùng cố gắng nhé! #COVID19 #vietnamquyetthangdaidich"
144,"Covid-19 #stayhome in Vietnam 
 https://www.youtube.com/watch?v=yNFgEI3uB48 …"
145,"Tăng cường kỷ luật truyền thông phòng, chống dịch Covid-19  https://tinquangbinh.com/2020/04/976528/tang-cuong-ky-luat-truyen-thong-phong-chong-dich-covid-19-2/ …"
146,Lãnh đạo ngân hàng giảm nửa lương vì Covid-19  https://tinviet360.com/index.php/2020/04/06/lanh-dao-ngan-hang-giam-nua-luong-vi-covid-19/ … pic.twitter.com/Kn7vG6h5WW
147,Tin mừng gấp bội lần cho Việt Nam không nhận thêm ca nhiễm covid nào  https://youtu.be/s5aPg4bcplo  via @YouTube
148,Thủ Tướng Nhật sẽ sớm tuyên bố tình trạng khẩn cấp do khó kiểm soát lây nhiễm COVID-19  https://www.nguoi-viet.com/the-gioi/thu-tuong-nhat-se-som-tuyen-bo-tinh-trang-khan-cap-do-kho-kiem-soat-lay-nhiem-covid-19/ …
149,Đổ xô ra biển bất chấp Covid-19: Các bãi biển nổi tiếng ở Sydney vẫn tấp nập khách dù chính…  https://goo.gl/fb/sw6hrG 
150,"Nhiều cầu thủ đã được yêu cầu cắt giảm lương để tình hình tài chính ở các CLB không đi vào tình huống bi quan mùa dịch bệnh Covid-19. Tuy nhiên Wayne Rooney lên tiếng phản đối điều này
Xem thêm tại  https://chuyengiacacuoc.com/tin-tuc/wayne-rooney-phan-doi-cat-giam-luong-cau-thu-va-cho-rang-do-la-mot-su-si-nhuc-2125/ …"
151,"Tình hình dịch bệnh Covid-19 tại các nước châu Âu, đặc biệt là Tây Âu hiện nay vẫn vô cùng phức tạp. Chủ tịch Liên đoàn bóng đá Châu Âu UEFA đã lên tiếng cho rằng có thể phải hủy cả Champions League lẫn Europa League.
Xem tại  https://chuyengiacacuoc.com/tin-tuc/giai-champions-league-co-nguy-co-bi-huy-theo-y-kien-cua-chu-tich-uefa-2121/ …"
152,Covid-19: 6 anh em bác sĩ Ý ở tuyến đầu  https://rfi.my/5hcK.t  pic.twitter.com/Rl7LvgYasp
153,Trương Huy San kẻ “đâm bị thóc chọc bị gạo” về cách chống dịch COVID-19  http://hoicodo.com/610419/truong-huy-san-ke-dam-bi-thoc-choc-bi-gao-ve-cach-chong-dich-covid-19/ … pic.twitter.com/IEAtY0kQpK
154,Ôi thôi quả này 30/04 người dân ra đường ăn mừng giải phóng covid thật rồi
155,"Thêm 4 ca mắc COVID-19 mới, Việt Nam ghi nhận 245 trường hợp  https://goodstock.vn/them-4-ca-mac-covid-19-moi-viet-nam-ghi-nhan-245-truong-hop/ …"
156,Cá hồi Sa Pa ế ẩm vì Covid-19: Người nuôi ở Sa Pa đang như “ngồi trên đống lửa…  https://goo.gl/fb/WHq665  (VnExpress)
157,Một tháng Covid-19 'oanh tạc' kinh tế Mỹ: Người Mỹ đón tháng 3 với những kỷ lục…  https://goo.gl/fb/f7hBe9  (VnExpress)
158,"Dẫn đầu ngành kem với hơn 41% thị phần, Kido Foods (KFD) tiếp tục tăng trưởng 16% lợi nhuận quý đầu năm bất chấp COVID-19  https://goodstock.vn/dan-dau-nganh-kem-voi-hon-41-thi-phan-kido-foods-kfd-tiep-tuc-tang-truong-16-loi-nhuan-quy-dau-nam-bat-chap-covid-19/ … pic.twitter.com/LOPiel3nfH"
159,"☎ NHẤC MÁY LÀ CÓ NỆM
Mua #nệm_lò_xo_dunlopillo_venus chỉ #3877K
♻️  http://www.dunlopillovietnam.vn  hỗ trợ giao #nệm tận nhà giúp bạn mua sắm thuận tiện trong chuỗi ngày dài chống dịch Covid
‼️ #giảm_thêm_5% khi đặt hàng online
Mua ngay:  https://dunlopillovietnam.vn/nem-lo-xo-dunlopillo-spring-venus.html … pic.twitter.com/u9IlCygIJR"
160,"Thêm 4 ca bệnh mắc Covid-19, 1 bệnh nhân từng tới ổ dịch Bệnh viện Bạch Mai  https://ngon24h.wordpress.com/2020/04/06/them-4-ca-benh-mac-covid-19-1-benh-nhan-tung-toi-o-dich-benh-vien-bach-mai/ … pic.twitter.com/7Qm5SBMsFn"
161,Bộ Y tế công bố thêm 4 ca nhiễm Covid-19 nâng tổng số lên 245 ca  https://ngon24h.wordpress.com/2020/04/06/bo-y-te-cong-bo-them-4-ca-nhiem-covid-19-nang-tong-so-len-245-ca/ … pic.twitter.com/OgNsegaPef
162,Bệnh nhân ráo riết tham gia thử thuốc chữa Covid-19  http://hoicodo.com/610412/benh-nhan-rao-riet-tham-gia-thu-thuoc-chua-covid-19/ … pic.twitter.com/K0jJV7RFVt
163,"Tin vui: Thêm 1 bệnh nhân Covid-19 khỏi bệnh, Đà Nẵng chỉ còn 1 ca đang điều trị  https://ngon24h.wordpress.com/2020/04/06/tin-vui-them-1-benh-nhan-covid-19-khoi-benh-da-nang-chi-con-1-ca-dang-dieu-tri/ … pic.twitter.com/vI7OYkW2Dv"
164,"Thủ tướng: Dù ca nhiễm Covid-19 giảm, nhưng không thể chủ quan  https://tinquangbinh.com/2020/04/976524/thu-tuong-du-ca-nhiem-covid-19-giam-nhung-khong-the-chu-quan/ … pic.twitter.com/oyshgosuH0"
165,"Thêm 4 ca mới, ba người từ Châu Âu về, Việt Nam 245 bệnh nhân COVID -19  https://banmaihong.wordpress.com/2020/04/06/them-4-ca-moi-ba-nguoi-tu-chau-au-ve-viet-nam-245-benh-nhan-covid-19/ … pic.twitter.com/DEildjBWTB"
166,Doanh nghiệp Nhật Bản đồng hành cùng Việt Nam phòng chống Covid-19  https://vnexpress.net/kinh-doanh/doanh-nghiep-nhat-ban-dong-hanh-cung-viet-nam-phong-chong-covid-19-4079174.html … pic.twitter.com/3XMMJTt0OG
167,Tổng Thư Ký LHQ kêu gọi bảo vệ an toàn nữ giới chống bạo hành thời COVID-19  https://www.nguoi-viet.com/the-gioi/tong-thu-ky-lhq-keu-goi-bao-ve-an-toan-nu-gioi-chong-bao-hanh-thoi-covid-19/ …
168,Tin dịch bệnh do virus Corona (Covid-19) mới nhất chiều 6/4 | VTC Now  https://youtu.be/iLrim18U5Ew  qua @YouTube
169,Vì sao Hàn Quốc từ chối nhập thuốc điều trị Covid-19 mà Nhật Bản sẵn sàng cấp miễn phí?  https://banmaihong.wordpress.com/2020/04/06/vi-sao-han-quoc-tu-choi-nhap-thuoc-dieu-tri-covid-19-ma-nhat-ban-san-sang-cap-mien-phi/ … pic.twitter.com/QDmrRhai0i
170,"Nhà giàu bung tiền săn nhà đất bán tháo, cắt lỗ sâu trong mùa dịch Covid-19
#giảmđaukinhtế #bấtđộngsản #bđsnghỉdưỡng #ngườigiàunhấ... https://www.bdscuatui.com/nha-giau-bung-tien-san-nha-dat-ban-thao-cat-lo-sau-trong-mua-dich-covid-19-32054/?feed_id=17765&_unique_id=5e8b10d7a7353 …"
171,Câu chuyện đau lòng của người vợ mất chồng vì Covid-19 khiến nhiều người xúc động  https://vzn.vn/cau-chuyen-dau-long-cua-nguoi-vo-mat-chong-vi-covid-19-khien-nhieu-nguoi-xuc-dong/ …
172,Báo Nhật: Cú sốc thứ 3 từ Covid-19 có nguy cơ đảo ngược tiến trình kinh tế của châu Á -  http://Cafef.vn   https://cafef.vn/bao-nhat-cu-soc-thu-3-tu-covid-19-co-nguy-co-dao-nguoc-tien-trinh-kinh-te-cua-chau-a-20200406100707936.chn … qua @GoogleNews
173,Đại dịch Covid-19: Vì sao pháo đài Zahara vẫn đứng vững trước SARS-CoV-2? - Báo TGVN  https://baoquocte.vn/dai-dich-covid-19-vi-sao-phao-dai-zahara-van-dung-vung-truoc-sars-cov-2-112980.html … qua @GoogleNews
174,Covid-19 : Nữ hoàng Anh kêu gọi người dân ‘bền bỉ’ và tin vào ‘chiến thắng’  https://rfi.my/5hbV.t  pic.twitter.com/hc63kaYcu9
175,"Tụ tập hát karaoke giữa mùa dịch COVID-19, nhóm thanh niên đấm công an khi bị nhắc nhở  https://vzn.vn/tu-tap-hat-karaoke-giua-mua-dich-covid-19-nhom-thanh-nien-dam-cong-an-khi-bi-nhac-nho/ …"
176,Chủ tịch phường bị chém khi đi kiểm tra đeo khẩu trang chống dịch Covid-19  https://vzn.vn/chu-tich-phuong-bi-chem-khi-di-kiem-tra-deo-khau-trang-chong-dich-covid-19/ …
177,Vì sao Chính phủ được người dân tin tưởng cao trong cuộc chiến chống dịch Covid-19  http://hoicodo.com/610403/vi-sao-chinh-phu-duoc-nguoi-dan-tin-tuong-cao-trong-cuoc-chien-chong-dich-covid-19/ … pic.twitter.com/fN3PbH19s0
178,Tai nạn giao thông giảm mạnh sau 3 ngày cách ly chống dịch Covid-19  https://ift.tt/34f0okU 
179,Xét nghiệm Covid-19 đối với toàn bộ khách đến Tân Sơn Nhất  https://ift.tt/3bUGHBt 
180,Nhà độ Mỹ nâng cấp Lamborghini Huracan Evo để quyên góp tiền chống dịch Covid-19  https://ift.tt/39MUkRU 
181,Dịch COVID-19 chiều 6-4: Campuchia không có ca nhiễm mới 3 ngày liên tiếp - Tuổi Trẻ Online  https://tuoitre.vn/dich-covid-19-chieu-6-4-campuchia-khong-co-ca-nhiem-moi-3-ngay-lien-tiep-20200406121516354.htm … qua @GoogleNews
182,Khách nhiễm Covid-19 nhổ nước bọt vào người khác rồi gục chết ngay trên tàu ở Thái Lan - VietNamNet  https://vietnamnet.vn/vn/the-gioi/the-gioi-do-day/hanh-khach-nhiem-covid-19-nho-nuoc-bot-vao-nguoi-khac-roi-guc-chet-ngay-tren-tau-630938.html … qua @GoogleNews
183,"Giữa châu Âu có một đất nước hoàn toàn ổn khi thi hành ""cách ly xã hội"" trong dịch Covid-19: Chúng tôi ngại hòa đồng, nhưng cực giỏi ở một mình -  http://Cafef.vn   https://cafef.vn/giua-chau-au-co-mot-dat-nuoc-hoan-toan-on-khi-thi-hanh-cach-ly-xa-hoi-trong-dich-covid-19-chung-toi-ngai-hoa-dong-nhung-cuc-gioi-o-mot-minh-20200406141851155.chn … qua @GoogleNews"
184,"Vì sao có những người trẻ, khỏe mạnh đột ngột tử vong sau khi nhiễm Covid-19? - Tin tức 24h  https://www.24h.com.vn/tin-tuc-quoc-te/vi-sao-co-nhung-nguoi-tre-khoe-manh-dot-ngot-tu-vong-sau-khi-nhiem-covid-19-c415a1138374.html … qua @GoogleNews"
185,Tin tức dịch CoVid-19 ngày 6/4: Covid-19 khiến hơn 69.000 chết - VietNamNet  https://vietnamnet.vn/vn/the-gioi/tin-tuc-dich-covid-19-ngay-6-4-covid-19-khien-hon-69-000-chet-631069.html … qua @GoogleNews
186,"Dịch COVID-19 sáng 6-4: Thủ tướng Anh nhập viện, Pháp, Ý, Tây Ban Nha giảm số ca nhiễm, tử vong - Tuổi Trẻ Online  https://tuoitre.vn/dich-covid-19-sang-6-4-thu-tuong-anh-nhap-vien-phap-y-tay-ban-nha-giam-so-ca-nhiem-tu-vong-2020040606135067.htm … qua @GoogleNews"
187,Bệnh nhân Mỹ ồ ạt thử nghiệm thuốc điều trị Covid-19 - VnExpress  https://vnexpress.net/the-gioi/benh-nhan-my-o-at-thu-nghiem-thuoc-dieu-tri-covid-19-4080351.html … qua @GoogleNews
188,Nga tăng kỷ lục gần 1.000 ca nhiễm Covid-19  http://hoicodo.com/610397/nga-tang-ky-luc-gan-1-000-ca-nhiem-covid-19/ … pic.twitter.com/Vaiw6WF5xB
189,Các tập đoàn lớn Việt Nam chung tay đẩy lùi Covid-19  https://vnexpress.net/kinh-doanh/cac-tap-doan-lon-viet-nam-chung-tay-day-lui-covid-19-4080013.html … pic.twitter.com/2V4h743mWG
190,"15.000 nhân viên y tế mắc Covid-19, Tây Ban Nha gặp khó khăn chồng chất - Dân Trí  https://dantri.com.vn/the-gioi/15000-nhan-vien-y-te-mac-covid-19-tay-ban-nha-gap-kho-khan-chong-chat-20200406151112318.htm … qua @GoogleNews"
191,"1 năm mùa dịch bệnh CoVid 19 , chỉ ăn và ngủ  pic.twitter.com/Bhma0Tqren"
192,"Bác sĩ Pháp tự sát khi đang cách ly, thư tuyệt mệnh nhắc đến COVID-19 - Tiền Phong  https://www.tienphong.vn/the-gioi/bac-si-phap-tu-sat-khi-dang-cach-ly-thu-tuyet-menh-nhac-den-covid19-1636772.tpo … qua @GoogleNews"
193,"Cựu game thủ CS:GO khoác áo blouse, tiên phong lên tuyến đầu chống dịch Covid-19 tại Ấn Độ  https://tinviet360.com/index.php/2020/04/06/cuu-game-thu-csgo-khoac-ao-blouse-tien-phong-len-tuyen-dau-chong-dich-covid-19-tai-an-do/ … pic.twitter.com/PNrveuM1a3"
194,COVID-19 – QUÁN VĂN  http://quanvan.net/covid-19/#.XosLOf4CJ4w.twitter …
195,Công an Quảng Bình trao tặng An ninh tỉnh Savannakhet các thiết bị y tế chống dịch covid 19  https://tinquangbinh.com/2020/04/976510/cong-an-quang-binh-trao-tang-an-ninh-tinh-savannakhet-cac-thiet-bi-y-te-chong-dich-covid-19/ … pic.twitter.com/lQFRvJ6943
196,Berlin yêu cầu quân đội Đức hộ tống thiết bị y tế mua từ nước ngoài để chống Covid-19 - Báo Thanh Niên  https://thanhnien.vn/the-gioi/berlin-yeu-cau-quan-doi-duc-ho-tong-thiet-bi-y-te-mua-tu-nuoc-ngoai-de-chong-covid-19-1206923.html … qua @GoogleNews
197,Thủ tướng Nhật tuyên bố tình trạng khẩn cấp vì dịch COVID-19 - Tiền Phong  https://www.tienphong.vn/the-gioi/thu-tuong-nhat-tuyen-bo-tinh-trang-khan-cap-vi-dich-covid19-1636636.tpo … qua @GoogleNews
198,"Biện pháp chặn Covid-19 hiệu quả, vẫn tính trang bị cho 10.000 bệnh nhân - Dân Trí  https://dantri.com.vn/xa-hoi/bien-phap-chan-covid-19-hieu-qua-van-tinh-trang-bi-cho-10000-benh-nhan-20200406132435140.htm … qua @GoogleNews"
199,"Chủ tịch Tập Cận Bình bị ví như tên đồ tể trong bức tranh biếm họa l ""Ngày tưởng niệm"" (殤) của một họa sĩ người TQ Qianci. Trong dịp TQ tổ chức một ngày quốc tang để tưởng niệm các nạn nhân đã qua đời do hậu quả của sự bùng phát COVID-19 tại TQ .  pic.twitter.com/QKVyrayAkb"
200,"Sau này chúng ta hãy gặp lại nhau khi hết DỊCH Và khi đó chúng ta méo nhận ra nhau nữa 😞😔😔😔😔😔 --- Thứ 2 đầu tuần - 06/4/2020, luận theo lịch âm là ngày kỷ mão tháng canh thìn năm canh tý đời COVID thứ I 😷🤧  https://buff.ly/2RgMgCB   https://buff.ly/2PZVbXk "
201,Covid-19 sẽ vẫy tay chào Việt Nam để ra đi trong nắng hè rực rỡ  https://goodstock.vn/covid-19-se-vay-tay-chao-viet-nam-de-ra-di-trong-nang-he-ruc-ro/ … pic.twitter.com/qqvTkJoPTd
202,"Số người mắc Covid-19 ở Nga tăng kỷ lục, lên hơn 6.300 ca - Dân Trí  https://dantri.com.vn/the-gioi/so-nguoi-mac-covid-19-o-nga-tang-ky-luc-len-hon-6300-ca-20200406164558509.htm … qua @GoogleNews"
203,"Sắp sinh nhật trong mùa Covid ☹
#tiktokvietnam
#happybirthday
#love
#facebook : https://www.facebook.com/thanhh.thaoo.756 …  https://www.instagram.com/p/B-ov47Uj3bv/?igshid=pc6u2arr1l7q …"
204,"Covid-19: Ca nhiễm tăng mạnh, Mỹ cấp tốc đặt máy thở của Trung Quốc - Người Lao Động  http://nld.com.vn/thoi-su-quoc-te/covid-19-ca-nhiem-tang-manh-my-cap-toc-dat-may-tho-cua-trung-quoc-20200406072708494.htm … qua @GoogleNews"
205,Giám đốc công ty Trường Sinh lên tiếng về 26 nhân viên dương tính Covid-19  https://tinviet360.com/index.php/2020/04/06/giam-doc-cong-ty-truong-sinh-len-tieng-ve-26-nhan-vien-duong-tinh-covid-19/ … pic.twitter.com/JRj84XtVjq
206,Những loại vắcxin phòng Covid-19  https://vietvalley.com/nhung-loai-vacxin-phong-covid-19/ … pic.twitter.com/m9tlR5Xqmx
207,"Phát hiện ca mắc COVID-19 sau 23 ngày khám ở Bệnh viện Bạch Mai
#COVID19 #bệnhviệnBạchMai #diễnbiếndịchcovid19 #tintứcdịchcovid19 #Vietnambiz https://vietnambiz.vn/phat-hien-ca-mac-covid-19-sau-23-ngay-kham-o-benh-vien-bach-mai-20200406144022325.htm …"
208," http://Batdongsan.com.vn  ra mắt chuyên mục mới “BĐS & Covid-19”
#cấp #Điền #mới #nhằm #nhanh #nhất #toàn #và
 https://www.bdscuatui.com/batdongsan-com-vn-ra-mat-chuyen-muc-moi-bds-covid-19-32044/?feed_id=17750&_unique_id=5e8b08316d2fb …"
209,Hà Nội uỷ thác 650 tỷ đồng cho vay người nghèo khắc phục khó khăn do dịch Covid-19  https://goodstock.vn/ha-noi-uy-thac-650-ty-dong-cho-vay-nguoi-ngheo-khac-phuc-kho-khan-do-dich-covid-19/ … pic.twitter.com/HeNrMsNXcs
210,Y bác sĩ Bình Thuận bật khóc khi bệnh nhân cuối cùng âm tính với COVID-19  http://hoicodo.com/610376/y-bac-si-binh-thuan-bat-khoc-khi-benh-nhan-cuoi-cung-am-tinh-voi-covid-19/ … pic.twitter.com/grqpj4fHEw
211,MWG: Dịch COVID-19 cho thấy rủi ro đáng kể trong ngắn hạn [Mục tiêu 125.800 đ/cp]  http://phowall.vn/mwg-dich-covid-19-cho-thay-rui-ro-dang-ke-trong-ngan-han-muc-tieu-125-800-d-cp/ … pic.twitter.com/DDlgTJPJ98
212,Những điểm sáng lan tỏa giữa sự bùng phát COVID-19  http://congsuong.com/2020/04/06/nhung-diem-sang-lan-toa-giua-su-bung-phat-covid-19/ … pic.twitter.com/6LSgXULMk7
